Using workers=8 (SLURM_CPUS_PER_TASK=18)
Total granules found: 78
Submitting 78 granules to the pool...
[52/78] [51] HLS.L30.T10TEK.2021192T184511.v2.0: wrote 8 files
[53/78] [52] HLS.S30.T10TEK.2021192T185921.v2.0: wrote 8 files
[54/78] [53] HLS.S30.T10TEK.2021194T184919.v2.0: wrote 8 files
[55/78] [54] HLS.S30.T10TEK.2021197T185919.v2.0: wrote 8 files
[56/78] [55] HLS.L30.T10TEK.2021199T185124.v2.0: wrote 8 files
[57/78] [56] HLS.S30.T10TEK.2021199T184921.v2.0: wrote 8 files
[58/78] [57] HLS.S30.T10TEK.2021202T185921.v2.0: wrote 8 files
[59/78] [58] HLS.S30.T10TEK.2021204T184919.v2.0: wrote 8 files
[60/78] [59] HLS.S30.T10TEK.2021207T185919.v2.0: wrote 8 files
[61/78] [60] HLS.S30.T10TEK.2021209T184921.v2.0: wrote 8 files
[62/78] [63] HLS.L30.T10TEK.2021215T185132.v2.0: wrote 8 files
[63/78] [61] HLS.S30.T10TEK.2021212T185921.v2.0: wrote 8 files
[64/78] [62] HLS.S30.T10TEK.2021214T184919.v2.0: wrote 8 files
[65/78] [64] HLS.S30.T10TEK.2021217T185919.v2.0: wrote 8 files
[66/78] [67] HLS.L30.T10TEK.2021224T184524.v2.0: wrote 8 files
[67/78] [65] HLS.S30.T10TEK.2021219T184921.v2.0: wrote 8 files
[68/78] [66] HLS.S30.T10TEK.2021222T185921.v2.0: wrote 8 files
[69/78] [68] HLS.S30.T10TEK.2021224T184919.v2.0: wrote 8 files
[70/78] [71] HLS.L30.T10TEK.2021231T185137.v2.0: wrote 8 files
[71/78] [69] HLS.S30.T10TEK.2021227T185919.v2.0: wrote 8 files
[72/78] [70] HLS.S30.T10TEK.2021229T184921.v2.0: wrote 8 files
[73/78] [72] HLS.S30.T10TEK.2021232T185921.v2.0: wrote 8 files
[74/78] [74] HLS.S30.T10TEK.2021237T185919.v2.0: wrote 8 files
[75/78] [73] HLS.S30.T10TEK.2021234T184919.v2.0: wrote 8 files
[76/78] [75] HLS.S30.T10TEK.2021239T184921.v2.0: wrote 8 files
[77/78] [76] HLS.L30.T10TEK.2021240T184529.v2.0: wrote 8 files
[78/78] [77] HLS.S30.T10TEK.2021242T185921.v2.0: wrote 8 files
