Using workers=8 (SLURM_CPUS_PER_TASK=18)
Total granules found: 617
Submitting 617 granules to the pool...
[131/617] [133] HLS.S30.T10TFM.2021124T184919.v2.0: wrote 8 files
[132/617] [127] HLS.S30.T10TFL.2021122T185911.v2.0: wrote 8 files
[133/617] [128] HLS.S30.T10TEL.2021122T185911.v2.0: wrote 8 files
[134/617] [134] HLS.S30.T11TKF.2021124T184919.v2.0: wrote 8 files
[135/617] [135] HLS.S30.T10TGL.2021124T184919.v2.0: wrote 8 files
[136/617] [129] HLS.S30.T10TDL.2021122T185911.v2.0: wrote 8 files
[137/617] [139] HLS.S30.T10TCL.2021125T190911.v2.0: wrote 8 files
[138/617] [143] HLS.L30.T10TCL.2021126T185643.v2.0: wrote 8 files
[139/617] [136] HLS.S30.T10TFL.2021124T184919.v2.0: wrote 8 files
[140/617] [140] HLS.S30.T11TKF.2021126T183921.v2.0: wrote 8 files
[141/617] [141] HLS.S30.T10TGL.2021126T183921.v2.0: wrote 8 files
[142/617] [137] HLS.S30.T10TEL.2021124T184919.v2.0: wrote 8 files
[143/617] [138] HLS.S30.T10TDL.2021125T190911.v2.0: wrote 8 files
[144/617] [148] HLS.S30.T10TCL.2021127T185919.v2.0: wrote 8 files
[145/617] [149] HLS.L30.T11TKG.2021128T184359.v2.0: wrote 8 files
[146/617] [142] HLS.L30.T10TEL.2021126T185643.v2.0: wrote 8 files
[147/617] [150] HLS.L30.T10TGM.2021128T184359.v2.0: wrote 8 files
[148/617] [144] HLS.L30.T10TDL.2021126T185643.v2.0: wrote 8 files
[149/617] [145] HLS.S30.T10TFL.2021127T185919.v2.0: wrote 8 files
[150/617] [153] HLS.L30.T10TFM.2021128T184423.v2.0: wrote 8 files
[151/617] [151] HLS.L30.T11TKF.2021128T184423.v2.0: wrote 8 files
[152/617] [152] HLS.L30.T10TGL.2021128T184423.v2.0: wrote 8 files
[153/617] [146] HLS.S30.T10TEL.2021127T185919.v2.0: wrote 8 files
[154/617] [147] HLS.S30.T10TDL.2021127T185919.v2.0: wrote 8 files
[155/617] [156] HLS.S30.T10TGM.2021129T184921.v2.0: wrote 8 files
[156/617] [157] HLS.S30.T11TKG.2021129T184921.v2.0: wrote 8 files
[157/617] [158] HLS.S30.T10TFM.2021129T184921.v2.0: wrote 8 files
[158/617] [154] HLS.L30.T10TFL.2021128T184423.v2.0: wrote 8 files
[159/617] [159] HLS.S30.T11TKF.2021129T184921.v2.0: wrote 8 files
[160/617] [160] HLS.S30.T10TGL.2021129T184921.v2.0: wrote 8 files
[161/617] [155] HLS.L30.T10TEL.2021128T184423.v2.0: wrote 8 files
[162/617] [164] HLS.S30.T10TCL.2021130T190909.v2.0: wrote 8 files
[163/617] [165] HLS.S30.T11TKF.2021131T183919.v2.0: wrote 8 files
[164/617] [161] HLS.S30.T10TFL.2021129T184921.v2.0: wrote 8 files
[165/617] [166] HLS.S30.T10TGL.2021131T183919.v2.0: wrote 8 files
[166/617] [162] HLS.S30.T10TEL.2021129T184921.v2.0: wrote 8 files
[167/617] [163] HLS.S30.T10TDL.2021130T190909.v2.0: wrote 8 files
[168/617] [170] HLS.S30.T10TCL.2021132T185921.v2.0: wrote 8 files
[169/617] [171] HLS.S30.T10TGM.2021134T184919.v2.0: wrote 8 files
[170/617] [172] HLS.S30.T11TKG.2021134T184919.v2.0: wrote 8 files
[171/617] [167] HLS.S30.T10TFL.2021132T185921.v2.0: wrote 8 files
[172/617] [173] HLS.S30.T10TFM.2021134T184919.v2.0: wrote 8 files
[173/617] [168] HLS.S30.T10TEL.2021132T185921.v2.0: wrote 8 files
[174/617] [169] HLS.S30.T10TDL.2021132T185921.v2.0: wrote 8 files
[175/617] [174] HLS.S30.T11TKF.2021134T184919.v2.0: wrote 8 files
[176/617] [175] HLS.S30.T10TGL.2021134T184919.v2.0: wrote 8 files
[177/617] [182] HLS.S30.T10TCL.2021135T190911.v2.0: wrote 8 files
[178/617] [176] HLS.S30.T10TFL.2021134T184919.v2.0: wrote 8 files
[179/617] [177] HLS.S30.T10TEL.2021134T184919.v2.0: wrote 8 files
[180/617] [178] HLS.L30.T10TFL.2021135T185039.v2.0: wrote 8 files
[181/617] [183] HLS.S30.T11TKF.2021136T183921.v2.0: wrote 8 files
[182/617] [179] HLS.L30.T10TDL.2021135T185039.v2.0: wrote 8 files
[183/617] [181] HLS.S30.T10TDL.2021135T190911.v2.0: wrote 8 files
[184/617] [184] HLS.S30.T10TGL.2021136T183921.v2.0: wrote 8 files
[185/617] [180] HLS.L30.T10TEL.2021135T185039.v2.0: wrote 8 files
[186/617] [187] HLS.L30.T10TGM.2021137T183818.v2.0: wrote 8 files
[187/617] [188] HLS.L30.T11TKG.2021137T183818.v2.0: wrote 8 files
[188/617] [186] HLS.L30.T10TGL.2021137T183818.v2.0: wrote 8 files
[189/617] [193] HLS.S30.T10TCL.2021137T185919.v2.0: wrote 8 files
[190/617] [194] HLS.S30.T10TGM.2021139T184921.v2.0: wrote 8 files
[191/617] [189] HLS.L30.T11TKF.2021137T183818.v2.0: wrote 8 files
[192/617] [185] HLS.L30.T10TFL.2021137T183818.v2.0: wrote 8 files
[193/617] [195] HLS.S30.T11TKG.2021139T184921.v2.0: wrote 8 files
[194/617] [196] HLS.S30.T10TFM.2021139T184921.v2.0: wrote 8 files
[195/617] [190] HLS.S30.T10TFL.2021137T185919.v2.0: wrote 8 files
[196/617] [192] HLS.S30.T10TDL.2021137T185919.v2.0: wrote 8 files
[197/617] [191] HLS.S30.T10TEL.2021137T185919.v2.0: wrote 8 files
[198/617] [197] HLS.S30.T11TKF.2021139T184921.v2.0: wrote 8 files
[199/617] [198] HLS.S30.T10TGL.2021139T184921.v2.0: wrote 8 files
[200/617] [202] HLS.S30.T10TCL.2021140T190919.v2.0: wrote 8 files
[201/617] [206] HLS.L30.T10TCL.2021142T185654.v2.0: wrote 8 files
[202/617] [203] HLS.S30.T11TKF.2021141T183919.v2.0: wrote 8 files
[203/617] [204] HLS.S30.T10TGL.2021141T183919.v2.0: wrote 8 files
[204/617] [199] HLS.S30.T10TFL.2021139T184921.v2.0: wrote 8 files
[205/617] [200] HLS.S30.T10TEL.2021139T184921.v2.0: wrote 8 files
[206/617] [201] HLS.S30.T10TDL.2021140T190919.v2.0: wrote 8 files
[207/617] [211] HLS.S30.T10TCL.2021142T185921.v2.0: wrote 8 files
[208/617] [212] HLS.L30.T11TKG.2021144T184410.v2.0: wrote 8 files
[209/617] [205] HLS.L30.T10TEL.2021142T185654.v2.0: wrote 8 files
[210/617] [213] HLS.L30.T10TGM.2021144T184410.v2.0: wrote 8 files
[211/617] [207] HLS.L30.T10TDL.2021142T185654.v2.0: wrote 8 files
[212/617] [208] HLS.S30.T10TFL.2021142T185921.v2.0: wrote 8 files
[213/617] [214] HLS.L30.T11TKF.2021144T184433.v2.0: wrote 8 files
[214/617] [209] HLS.S30.T10TEL.2021142T185921.v2.0: wrote 8 files
[215/617] [210] HLS.S30.T10TDL.2021142T185921.v2.0: wrote 8 files
[216/617] [216] HLS.L30.T10TGL.2021144T184433.v2.0: wrote 8 files
[217/617] [219] HLS.S30.T10TGM.2021144T184919.v2.0: wrote 8 files
[218/617] [218] HLS.L30.T10TFM.2021144T184433.v2.0: wrote 8 files
[219/617] [220] HLS.S30.T11TKG.2021144T184919.v2.0: wrote 8 files
[220/617] [215] HLS.L30.T10TEL.2021144T184433.v2.0: wrote 8 files
[221/617] [221] HLS.S30.T10TFM.2021144T184919.v2.0: wrote 8 files
[222/617] [217] HLS.L30.T10TFL.2021144T184433.v2.0: wrote 8 files
[223/617] [223] HLS.S30.T10TGL.2021144T184919.v2.0: wrote 8 files
[224/617] [222] HLS.S30.T11TKF.2021144T184919.v2.0: wrote 8 files
[225/617] [227] HLS.S30.T10TCL.2021145T190911.v2.0: wrote 8 files
[226/617] [228] HLS.S30.T11TKF.2021146T183921.v2.0: wrote 8 files
[227/617] [224] HLS.S30.T10TFL.2021144T184919.v2.0: wrote 8 files
[228/617] [225] HLS.S30.T10TEL.2021144T184919.v2.0: wrote 8 files
[229/617] [229] HLS.S30.T10TGL.2021146T183921.v2.0: wrote 8 files
[230/617] [226] HLS.S30.T10TDL.2021145T190911.v2.0: wrote 8 files
[231/617] [233] HLS.S30.T10TCL.2021147T185919.v2.0: wrote 8 files
[232/617] [234] HLS.S30.T10TGM.2021149T184921.v2.0: wrote 8 files
[233/617] [235] HLS.S30.T11TKG.2021149T184921.v2.0: wrote 8 files
[234/617] [230] HLS.S30.T10TFL.2021147T185919.v2.0: wrote 8 files
[235/617] [236] HLS.S30.T10TFM.2021149T184921.v2.0: wrote 8 files
[236/617] [231] HLS.S30.T10TEL.2021147T185919.v2.0: wrote 8 files
[237/617] [232] HLS.S30.T10TDL.2021147T185919.v2.0: wrote 8 files
[238/617] [237] HLS.S30.T11TKF.2021149T184921.v2.0: wrote 8 files
[239/617] [238] HLS.S30.T10TGL.2021149T184921.v2.0: wrote 8 files
[240/617] [242] HLS.S30.T10TCL.2021150T190919.v2.0: wrote 8 files
[241/617] [246] HLS.S30.T11TKF.2021151T183919.v2.0: wrote 8 files
[242/617] [240] HLS.S30.T10TEL.2021149T184921.v2.0: wrote 8 files
[243/617] [241] HLS.S30.T10TDL.2021150T190919.v2.0: wrote 8 files
[244/617] [247] HLS.S30.T10TGL.2021151T183919.v2.0: wrote 8 files
[245/617] [239] HLS.S30.T10TFL.2021149T184921.v2.0: wrote 8 files
[246/617] [243] HLS.L30.T10TFL.2021151T185048.v2.0: wrote 8 files
[247/617] [244] HLS.L30.T10TEL.2021151T185048.v2.0: wrote 8 files
[248/617] [252] HLS.L30.T11TKG.2021153T183827.v2.0: wrote 8 files
[249/617] [251] HLS.S30.T10TCL.2021152T185921.v2.0: wrote 8 files
[250/617] [245] HLS.L30.T10TDL.2021151T185048.v2.0: wrote 8 files
[251/617] [255] HLS.L30.T10TGM.2021153T183827.v2.0: wrote 8 files
[252/617] [257] HLS.S30.T10TGM.2021154T184919.v2.0: wrote 8 files
[253/617] [254] HLS.L30.T11TKF.2021153T183827.v2.0: wrote 8 files
[254/617] [248] HLS.S30.T10TFL.2021152T185921.v2.0: wrote 8 files
[255/617] [256] HLS.L30.T10TGL.2021153T183827.v2.0: wrote 8 files
[256/617] [258] HLS.S30.T11TKG.2021154T184919.v2.0: wrote 8 files
[257/617] [249] HLS.S30.T10TEL.2021152T185921.v2.0: wrote 8 files
[258/617] [253] HLS.L30.T10TFL.2021153T183827.v2.0: wrote 8 files
[259/617] [250] HLS.S30.T10TDL.2021152T185921.v2.0: wrote 8 files
[260/617] [259] HLS.S30.T10TFM.2021154T184919.v2.0: wrote 8 files
[261/617] [265] HLS.S30.T10TCL.2021155T190911.v2.0: wrote 8 files
[262/617] [260] HLS.S30.T11TKF.2021154T184919.v2.0: wrote 8 files
[263/617] [261] HLS.S30.T10TGL.2021154T184919.v2.0: wrote 8 files
[264/617] [266] HLS.S30.T11TKF.2021156T183921.v2.0: wrote 8 files
[265/617] [267] HLS.S30.T10TGL.2021156T183921.v2.0: wrote 8 files
[266/617] [264] HLS.S30.T10TDL.2021155T190911.v2.0: wrote 8 files
[267/617] [263] HLS.S30.T10TEL.2021154T184919.v2.0: wrote 8 files
[268/617] [262] HLS.S30.T10TFL.2021154T184919.v2.0: wrote 8 files
[269/617] [271] HLS.S30.T10TCL.2021157T185919.v2.0: wrote 8 files
[270/617] [275] HLS.S30.T10TGM.2021159T184921.v2.0: wrote 8 files
[271/617] [274] HLS.L30.T10TCL.2021158T185702.v2.0: wrote 8 files
[272/617] [276] HLS.S30.T11TKG.2021159T184921.v2.0: wrote 8 files
[273/617] [268] HLS.S30.T10TFL.2021157T185919.v2.0: wrote 8 files
[274/617] [269] HLS.S30.T10TEL.2021157T185919.v2.0: wrote 8 files
[275/617] [272] HLS.L30.T10TEL.2021158T185702.v2.0: wrote 8 files
[276/617] [270] HLS.S30.T10TDL.2021157T185919.v2.0: wrote 8 files
[277/617] [277] HLS.S30.T10TFM.2021159T184921.v2.0: wrote 8 files
[278/617] [273] HLS.L30.T10TDL.2021158T185702.v2.0: wrote 8 files
[279/617] [278] HLS.S30.T11TKF.2021159T184921.v2.0: wrote 8 files
[280/617] [282] HLS.L30.T11TKG.2021160T184417.v2.0: wrote 8 files
[281/617] [283] HLS.L30.T10TGM.2021160T184417.v2.0: wrote 8 files
[282/617] [279] HLS.S30.T10TGL.2021159T184921.v2.0: wrote 8 files
[283/617] [285] HLS.L30.T10TFM.2021160T184441.v2.0: wrote 8 files
[284/617] [280] HLS.S30.T10TFL.2021159T184921.v2.0: wrote 8 files
[285/617] [281] HLS.S30.T10TEL.2021159T184921.v2.0: wrote 8 files
[286/617] [286] HLS.L30.T10TGL.2021160T184441.v2.0: wrote 8 files
[287/617] [287] HLS.L30.T11TKF.2021160T184441.v2.0: wrote 8 files
[288/617] [284] HLS.L30.T10TFL.2021160T184441.v2.0: wrote 8 files
[289/617] [288] HLS.L30.T10TEL.2021160T184441.v2.0: wrote 8 files
[290/617] [289] HLS.S30.T10TDL.2021160T190919.v2.0: wrote 8 files
[291/617] [290] HLS.S30.T11TKF.2021161T183919.v2.0: wrote 8 files
[292/617] [291] HLS.S30.T10TGL.2021161T183919.v2.0: wrote 8 files
[293/617] [295] HLS.S30.T10TGM.2021164T184919.v2.0: wrote 8 files
[294/617] [296] HLS.S30.T11TKG.2021164T184919.v2.0: wrote 8 files
[295/617] [292] HLS.S30.T10TFL.2021162T185921.v2.0: wrote 8 files
[296/617] [297] HLS.S30.T10TFM.2021164T184919.v2.0: wrote 8 files
[297/617] [293] HLS.S30.T10TEL.2021162T185921.v2.0: wrote 8 files
[298/617] [298] HLS.S30.T11TKF.2021164T184919.v2.0: wrote 8 files
[299/617] [299] HLS.S30.T10TGL.2021164T184919.v2.0: wrote 8 files
[300/617] [294] HLS.S30.T10TDL.2021162T185921.v2.0: wrote 8 files
[301/617] [303] HLS.S30.T10TCL.2021165T190911.v2.0: wrote 8 files
[302/617] [304] HLS.S30.T11TKF.2021166T183921.v2.0: wrote 8 files
[303/617] [300] HLS.S30.T10TFL.2021164T184919.v2.0: wrote 8 files
[304/617] [305] HLS.S30.T10TGL.2021166T183921.v2.0: wrote 8 files
[305/617] [301] HLS.S30.T10TEL.2021164T184919.v2.0: wrote 8 files
[306/617] [302] HLS.S30.T10TDL.2021165T190911.v2.0: wrote 8 files
[307/617] [306] HLS.L30.T10TFL.2021167T185054.v2.0: wrote 8 files
[308/617] [307] HLS.L30.T10TDL.2021167T185054.v2.0: wrote 8 files
[309/617] [312] HLS.S30.T10TCL.2021167T185919.v2.0: wrote 8 files
[310/617] [308] HLS.L30.T10TEL.2021167T185054.v2.0: wrote 8 files
[311/617] [315] HLS.L30.T11TKG.2021169T183833.v2.0: wrote 8 files
[312/617] [313] HLS.L30.T11TKF.2021169T183833.v2.0: wrote 8 files
[313/617] [309] HLS.S30.T10TFL.2021167T185919.v2.0: wrote 8 files
[314/617] [317] HLS.L30.T10TGM.2021169T183833.v2.0: wrote 8 files
[315/617] [314] HLS.L30.T10TGL.2021169T183833.v2.0: wrote 8 files
[316/617] [311] HLS.S30.T10TDL.2021167T185919.v2.0: wrote 8 files
[317/617] [310] HLS.S30.T10TEL.2021167T185919.v2.0: wrote 8 files
[318/617] [318] HLS.S30.T10TGM.2021169T184921.v2.0: wrote 8 files
[319/617] [319] HLS.S30.T11TKG.2021169T184921.v2.0: wrote 8 files
[320/617] [320] HLS.S30.T10TFM.2021169T184921.v2.0: wrote 8 files
[321/617] [316] HLS.L30.T10TFL.2021169T183833.v2.0: wrote 8 files
[322/617] [326] HLS.S30.T10TCL.2021170T190919.v2.0: wrote 8 files
[323/617] [321] HLS.S30.T11TKF.2021169T184921.v2.0: wrote 8 files
[324/617] [322] HLS.S30.T10TGL.2021169T184921.v2.0: wrote 8 files
[325/617] [327] HLS.S30.T11TKF.2021171T183919.v2.0: wrote 8 files
[326/617] [328] HLS.S30.T10TGL.2021171T183919.v2.0: wrote 8 files
[327/617] [323] HLS.S30.T10TFL.2021169T184921.v2.0: wrote 8 files
[328/617] [324] HLS.S30.T10TEL.2021169T184921.v2.0: wrote 8 files
[329/617] [325] HLS.S30.T10TDL.2021170T190919.v2.0: wrote 8 files
[330/617] [332] HLS.S30.T10TCL.2021172T185921.v2.0: wrote 8 files
[331/617] [335] HLS.L30.T10TCL.2021174T185707.v2.0: wrote 8 files
[332/617] [336] HLS.S30.T10TGM.2021174T184919.v2.0: wrote 8 files
[333/617] [329] HLS.S30.T10TFL.2021172T185921.v2.0: wrote 8 files
[334/617] [337] HLS.S30.T11TKG.2021174T184919.v2.0: wrote 8 files
[335/617] [330] HLS.S30.T10TEL.2021172T185921.v2.0: wrote 8 files
[336/617] [331] HLS.S30.T10TDL.2021172T185921.v2.0: wrote 8 files
[337/617] [338] HLS.S30.T10TFM.2021174T184919.v2.0: wrote 8 files
[338/617] [333] HLS.L30.T10TEL.2021174T185707.v2.0: wrote 8 files
