tif,row,col,agbd,split
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1826,793,22.55006217956543,train
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1827,794,129.35791015625,train
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1829,796,75.89813995361328,train
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1830,797,94.03894805908203,train
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1831,799,85.0545883178711,train
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1832,800,222.3999481201172,train
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1833,802,90.34117126464844,train
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1834,803,136.6087646484375,train
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1835,805,117.54824829101562,train
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1837,807,173.74327087402344,train
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1838,808,83.1710205078125,train
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1839,810,27.946596145629883,train
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1840,811,92.18270874023438,train
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1841,813,376.337890625,train
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1842,814,190.14151000976562,train
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1844,816,79.80706787109375,train
hls_california\HLS.S30.T10TCL.2021100T190909.v2.0_EVI_cropped.tif,1845,817,129.44407653808594,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,16,2290,68.42473602294922,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,17,2292,165.96299743652344,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,18,2293,106.96646881103516,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,19,2295,132.61134338378906,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,21,2296,36.029754638671875,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,22,2298,107.31847381591797,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,23,2299,64.64476776123047,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,24,2301,160.9539794921875,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,25,2302,159.05564880371094,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,26,2304,99.60945129394531,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,27,2305,129.86134338378906,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,29,2307,186.7178192138672,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,30,2308,49.78286361694336,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,31,2310,77.78282165527344,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,32,2311,218.74819946289062,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,33,2313,317.3786926269531,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,34,2314,174.26040649414062,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,36,2316,176.48020935058594,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,37,2317,206.7817840576172,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,38,2319,124.08904266357422,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,39,2320,144.59979248046875,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,40,2322,190.0018310546875,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,41,2323,93.77616119384766,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,42,2325,225.8563232421875,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,44,2326,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,45,2328,103.47451782226562,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,46,2330,230.82138061523438,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,47,2331,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,48,2333,71.0371322631836,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,49,2334,136.8596649169922,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,51,2336,144.80433654785156,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,52,2337,181.02236938476562,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,53,2339,41.06328582763672,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,54,2340,147.482421875,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,55,2342,137.46368408203125,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,56,2343,66.18937683105469,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,57,2345,90.3720474243164,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,59,2346,15.355535507202148,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,60,2348,15.314538955688477,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,61,2349,37.30702209472656,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,62,2351,25.80515480041504,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,63,2352,40.00784683227539,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,64,2354,21.193147659301758,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,66,2355,26.232873916625977,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,67,2357,33.92542266845703,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,68,2358,28.26405143737793,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,69,2360,21.782394409179688,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,70,2361,280.4823913574219,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,71,2363,34.32860565185547,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,72,2364,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,74,2366,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,75,2367,77.61177825927734,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,76,2369,45.21867752075195,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,77,2370,257.4313049316406,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,78,2372,182.90695190429688,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,79,2373,20.29054832458496,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,81,2375,51.972412109375,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,82,2376,43.65999221801758,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,83,2378,131.59580993652344,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,84,2379,202.7830810546875,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,85,2381,411.5016174316406,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,86,2382,268.72314453125,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,87,2384,269.8986511230469,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,89,2386,298.52581787109375,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,90,2387,361.6493835449219,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,91,2389,30.526960372924805,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,92,2390,191.1965789794922,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,93,2392,132.76876831054688,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,94,2393,77.18499755859375,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,96,2395,122.60400390625,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,97,2396,62.00531005859375,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,98,2398,125.57042694091797,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,99,2399,159.2688446044922,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,100,2401,160.20040893554688,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,101,2402,329.4634094238281,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,102,2404,158.399658203125,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,104,2405,273.69073486328125,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,105,2407,136.81910705566406,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,106,2408,181.66220092773438,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,107,2410,213.15200805664062,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,108,2411,85.47985076904297,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,109,2413,172.82411193847656,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,111,2414,181.21434020996094,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,112,2416,268.77142333984375,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,113,2417,343.2721252441406,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,114,2419,728.4857788085938,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,115,2420,592.6510620117188,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,116,2422,233.6959991455078,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,117,2423,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,119,2425,108.05415344238281,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,120,2426,509.9666748046875,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,121,2428,290.8177185058594,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,122,2429,218.33157348632812,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,123,2431,237.92213439941406,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,124,2432,357.85845947265625,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,125,2434,210.31564331054688,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,127,2435,199.47972106933594,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,128,2437,84.2423324584961,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,129,2438,129.26768493652344,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,130,2440,354.2835693359375,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,131,2441,149.72048950195312,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,132,2443,83.84919738769531,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,134,2444,222.02786254882812,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,135,2446,96.22174835205078,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,136,2447,187.81398010253906,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,137,2449,56.41936111450195,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,138,2450,155.60757446289062,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,139,2452,144.88671875,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,140,2454,257.1917724609375,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,142,2455,216.4547882080078,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,143,2457,209.4623565673828,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,144,2458,209.38803100585938,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,145,2460,618.7002563476562,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,146,2461,570.4669799804688,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,147,2463,249.5886993408203,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,149,2464,489.7047119140625,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,150,2466,251.58895874023438,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,151,2467,730.715087890625,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,152,2469,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,153,2470,145.77915954589844,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,154,2472,169.2747039794922,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,156,2473,146.26646423339844,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,157,2475,327.76568603515625,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,158,2476,409.05230712890625,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,159,2478,161.2126007080078,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,160,2479,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,161,2481,196.50390625,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,162,2482,254.02975463867188,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,164,2484,172.47906494140625,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,165,2485,151.47447204589844,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,166,2487,199.8120574951172,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,167,2488,364.9965515136719,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,168,2490,126.21531677246094,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,169,2491,127.39561462402344,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,171,2493,256.8485412597656,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,172,2495,279.8489685058594,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,173,2496,158.91824340820312,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,174,2498,357.3987731933594,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,175,2499,296.27362060546875,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,176,2501,451.15631103515625,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,177,2502,40.901119232177734,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,179,2504,74.06835174560547,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,180,2505,290.64007568359375,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,181,2507,159.3295440673828,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,182,2508,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,183,2510,110.68128204345703,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,184,2511,129.87364196777344,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,186,2513,297.61199951171875,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,187,2514,196.97752380371094,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,188,2516,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,189,2517,171.01686096191406,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,190,2519,278.6608581542969,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,191,2520,73.5894546508789,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,192,2522,26.592424392700195,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,194,2523,272.48455810546875,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,195,2525,411.2635192871094,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,196,2526,390.5653381347656,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,197,2528,273.05157470703125,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,198,2529,173.8523406982422,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,199,2531,208.04769897460938,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,201,2533,272.2759094238281,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,202,2534,102.40274810791016,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,203,2536,262.2903137207031,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,204,2537,904.4281005859375,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,205,2539,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,206,2540,476.7233581542969,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,208,2542,265.5142822265625,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,209,2543,862.4293212890625,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,210,2545,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,211,2546,653.5101318359375,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,212,2548,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,213,2549,376.77386474609375,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,214,2551,250.15927124023438,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,216,2552,285.3976745605469,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,217,2554,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,218,2555,202.89649963378906,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,219,2557,432.39453125,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,220,2558,462.8886413574219,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,221,2560,137.94015502929688,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,222,2561,91.84195709228516,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,224,2563,58.768394470214844,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,225,2564,870.1318969726562,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,226,2566,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,227,2567,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,228,2569,471.1213684082031,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,229,2570,445.7224426269531,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,231,2572,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,232,2573,387.7148742675781,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,233,2575,238.45603942871094,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,234,2576,146.4788818359375,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,235,2578,135.30169677734375,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,236,2579,357.6767578125,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,237,2581,-9999.0,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,239,2582,631.7154541015625,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,240,2584,270.04302978515625,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,241,2585,435.8221435546875,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,242,2587,237.55413818359375,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,243,2588,37.077091217041016,train
hls_california\HLS.L30.T10TDK.2021110T185717.v2.0_EVI_cropped.tif,244,2590,146.2313995361328,train
