gedi_file,shot_number,lat,lon,agbd,hls_granule,row,col,patch_tifs,bands,quadtile
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280878,39.914784060966376,-122.0594957286304,10.306196212768555,HLS.L30.T10TEK.2021007T185141.v2.0,2709,2680,field_boundary_patch_tifs\patch_135221100300280878_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280879,39.91446794689987,-122.058968307912,10.378938674926758,HLS.L30.T10TEK.2021007T185141.v2.0,2710,2681,field_boundary_patch_tifs\patch_135221100300280879_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280880,39.91415182512715,-122.05844093487396,18.591007232666016,HLS.L30.T10TEK.2021007T185141.v2.0,2711,2683,field_boundary_patch_tifs\patch_135221100300280880_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280881,39.91383572815328,-122.05791361011106,24.735958099365234,HLS.L30.T10TEK.2021007T185141.v2.0,2712,2684,field_boundary_patch_tifs\patch_135221100300280881_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280882,39.913519614676446,-122.05738634110423,28.44549560546875,HLS.L30.T10TEK.2021007T185141.v2.0,2713,2686,field_boundary_patch_tifs\patch_135221100300280882_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280883,39.91288748575527,-122.05633197069089,30.86871337890625,HLS.L30.T10TEK.2021007T185141.v2.0,2716,2689,field_boundary_patch_tifs\patch_135221100300280883_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280884,39.91257146763052,-122.05580487545093,24.5406494140625,HLS.L30.T10TEK.2021007T185141.v2.0,2717,2690,field_boundary_patch_tifs\patch_135221100300280884_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280885,39.91225551102146,-122.05527784262912,26.1688175201416,HLS.L30.T10TEK.2021007T185141.v2.0,2718,2692,field_boundary_patch_tifs\patch_135221100300280885_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280886,39.91193961221846,-122.05475090554236,62.902767181396484,HLS.L30.T10TEK.2021007T185141.v2.0,2719,2693,field_boundary_patch_tifs\patch_135221100300280886_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280887,39.91162335288576,-122.05422418642095,171.54795837402344,HLS.L30.T10TEK.2021007T185141.v2.0,2720,2695,field_boundary_patch_tifs\patch_135221100300280887_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280908,39.905020700569416,-122.04318073571918,28.258867263793945,HLS.L30.T10TEK.2021007T185141.v2.0,2744,2726,field_boundary_patch_tifs\patch_135221100300280908_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280909,39.904707827058985,-122.042655553932,0.9703503251075745,HLS.L30.T10TEK.2021007T185141.v2.0,2746,2728,field_boundary_patch_tifs\patch_135221100300280909_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280910,39.90439458768772,-122.04213043349611,0.8347305059432983,HLS.L30.T10TEK.2021007T185141.v2.0,2747,2729,field_boundary_patch_tifs\patch_135221100300280910_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280911,39.904081342602716,-122.04160532712635,0.7424655556678772,HLS.L30.T10TEK.2021007T185141.v2.0,2748,2731,field_boundary_patch_tifs\patch_135221100300280911_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280912,39.9037680811673,-122.04108022772684,0.8347305059432983,HLS.L30.T10TEK.2021007T185141.v2.0,2749,2732,field_boundary_patch_tifs\patch_135221100300280912_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280913,39.90345479613785,-122.04055512870342,0.8347305059432983,HLS.L30.T10TEK.2021007T185141.v2.0,2750,2734,field_boundary_patch_tifs\patch_135221100300280913_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280914,39.90314146185592,-122.04003002185877,0.7879272103309631,HLS.L30.T10TEK.2021007T185141.v2.0,2751,2735,field_boundary_patch_tifs\patch_135221100300280914_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280915,39.90282804667872,-122.03950490267134,0.919861912727356,HLS.L30.T10TEK.2021007T185141.v2.0,2752,2737,field_boundary_patch_tifs\patch_135221100300280915_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280916,39.90251456684447,-122.03897976193991,0.8347305059432983,HLS.L30.T10TEK.2021007T185141.v2.0,2754,2738,field_boundary_patch_tifs\patch_135221100300280916_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280917,39.902200994986124,-122.03845459160028,0.7424655556678772,HLS.L30.T10TEK.2021007T185141.v2.0,2755,2740,field_boundary_patch_tifs\patch_135221100300280917_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280918,39.90188730729615,-122.03792938640275,0.882874608039856,HLS.L30.T10TEK.2021007T185141.v2.0,2756,2742,field_boundary_patch_tifs\patch_135221100300280918_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021122153556_O13522_03_T06907_02_002_02_V002.h5,135221100300280919,39.9015735008153,-122.03740413889328,0.8347305059432983,HLS.L30.T10TEK.2021007T185141.v2.0,2757,2743,field_boundary_patch_tifs\patch_135221100300280919_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830000300282170,39.908292843958854,-122.08825338071114,23.800424575805664,HLS.L30.T10TEK.2021007T185141.v2.0,2734,2598,field_boundary_patch_tifs\patch_135830000300282170_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830000300282172,39.90766192612946,-122.08720330764997,99.82634735107422,HLS.L30.T10TEK.2021007T185141.v2.0,2736,2601,field_boundary_patch_tifs\patch_135830000300282172_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830000300282173,39.90734650437169,-122.08667821995292,189.0269012451172,HLS.L30.T10TEK.2021007T185141.v2.0,2737,2602,field_boundary_patch_tifs\patch_135830000300282173_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830000300282174,39.90703112544865,-122.08615319179809,114.20525360107422,HLS.L30.T10TEK.2021007T185141.v2.0,2738,2604,field_boundary_patch_tifs\patch_135830000300282174_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830000300282175,39.90671577419459,-122.08562817384272,164.2279510498047,HLS.L30.T10TEK.2021007T185141.v2.0,2739,2605,field_boundary_patch_tifs\patch_135830000300282175_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830000300282176,39.906400406627384,-122.08510300354628,141.72262573242188,HLS.L30.T10TEK.2021007T185141.v2.0,2741,2607,field_boundary_patch_tifs\patch_135830000300282176_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830000300282207,39.89661752726962,-122.0688232276453,78.39134216308594,HLS.L30.T10TEK.2021007T185141.v2.0,2776,2654,field_boundary_patch_tifs\patch_135830000300282207_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830000300282208,39.89630143108217,-122.06829809345578,2.0885369777679443,HLS.L30.T10TEK.2021007T185141.v2.0,2777,2655,field_boundary_patch_tifs\patch_135830000300282208_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830100300281359,39.90451377009652,-122.0936336643878,45.180118560791016,HLS.L30.T10TEK.2021007T185141.v2.0,2748,2583,field_boundary_patch_tifs\patch_135830100300281359_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830100300281360,39.90419802830562,-122.09310888465271,44.38561248779297,HLS.L30.T10TEK.2021007T185141.v2.0,2749,2584,field_boundary_patch_tifs\patch_135830100300281360_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830100300281361,39.90388229213328,-122.09258404515406,35.125797271728516,HLS.L30.T10TEK.2021007T185141.v2.0,2750,2586,field_boundary_patch_tifs\patch_135830100300281361_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830100300281367,39.90167312530425,-122.08890975206656,14.74622631072998,HLS.L30.T10TEK.2021007T185141.v2.0,2758,2596,field_boundary_patch_tifs\patch_135830100300281367_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830100300281370,39.900726666790845,-122.08733420461336,84.45337677001953,HLS.L30.T10TEK.2021007T185141.v2.0,2762,2601,field_boundary_patch_tifs\patch_135830100300281370_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830100300281371,39.90041147883992,-122.08680965390002,56.640071868896484,HLS.L30.T10TEK.2021007T185141.v2.0,2763,2602,field_boundary_patch_tifs\patch_135830100300281371_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830200300282411,39.898718030547364,-122.09236590736452,20.691734313964844,HLS.L30.T10TEK.2021007T185141.v2.0,2769,2587,field_boundary_patch_tifs\patch_135830200300282411_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830200300282413,39.89808683107376,-122.0913142216468,22.174633026123047,HLS.L30.T10TEK.2021007T185141.v2.0,2771,2590,field_boundary_patch_tifs\patch_135830200300282413_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830200300282414,39.89777120063273,-122.09078844515659,24.426734924316406,HLS.L30.T10TEK.2021007T185141.v2.0,2773,2591,field_boundary_patch_tifs\patch_135830200300282414_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830200300282417,39.896824160043344,-122.08921146878015,22.598506927490234,HLS.L30.T10TEK.2021007T185141.v2.0,2776,2596,field_boundary_patch_tifs\patch_135830200300282417_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830200300282420,39.8958767969255,-122.0876350503552,65.01727294921875,HLS.L30.T10TEK.2021007T185141.v2.0,2780,2600,field_boundary_patch_tifs\patch_135830200300282420_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021126140303_O13583_03_T11176_02_002_02_V002.h5,135830300300281384,39.8920935752147,-122.09301246503215,27.558086395263672,HLS.L30.T10TEK.2021007T185141.v2.0,2794,2585,field_boundary_patch_tifs\patch_135830300300281384_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060000300282352,39.91752684094486,-122.05168594944888,69.0688705444336,HLS.L30.T10TEK.2021007T185141.v2.0,2698,2702,field_boundary_patch_tifs\patch_153060000300282352_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060000300282360,39.91500137622281,-122.0474875509449,65.82154846191406,HLS.L30.T10TEK.2021007T185141.v2.0,2708,2714,field_boundary_patch_tifs\patch_153060000300282360_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060100300281377,39.91435223874522,-122.05813170669111,24.27246856689453,HLS.L30.T10TEK.2021007T185141.v2.0,2710,2683,field_boundary_patch_tifs\patch_153060100300281377_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060100300281378,39.914036671051804,-122.05760711486596,30.882389068603516,HLS.L30.T10TEK.2021007T185141.v2.0,2711,2685,field_boundary_patch_tifs\patch_153060100300281378_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060100300281379,39.913722036372505,-122.05708361516795,63.03963851928711,HLS.L30.T10TEK.2021007T185141.v2.0,2713,2686,field_boundary_patch_tifs\patch_153060100300281379_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060100300281383,39.9124582901587,-122.05498382350676,19.62646484375,HLS.L30.T10TEK.2021007T185141.v2.0,2717,2692,field_boundary_patch_tifs\patch_153060100300281383_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060100300281386,39.911511621419685,-122.0534103603291,95.7437744140625,HLS.L30.T10TEK.2021007T185141.v2.0,2721,2697,field_boundary_patch_tifs\patch_153060100300281386_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060100300281391,39.90993313904705,-122.05078695295448,91.46068572998047,HLS.L30.T10TEK.2021007T185141.v2.0,2726,2705,field_boundary_patch_tifs\patch_153060100300281391_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060100300281392,39.90961721542411,-122.05026192280971,67.14177703857422,HLS.L30.T10TEK.2021007T185141.v2.0,2728,2706,field_boundary_patch_tifs\patch_153060100300281392_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060100300281393,39.909301522668414,-122.04973713151219,99.47388458251953,HLS.L30.T10TEK.2021007T185141.v2.0,2729,2708,field_boundary_patch_tifs\patch_153060100300281393_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060100300281395,39.90867008564866,-122.04868740348093,31.536815643310547,HLS.L30.T10TEK.2021007T185141.v2.0,2731,2711,field_boundary_patch_tifs\patch_153060100300281395_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060100300281397,39.9080384538636,-122.0476373176018,49.07362747192383,HLS.L30.T10TEK.2021007T185141.v2.0,2733,2714,field_boundary_patch_tifs\patch_153060100300281397_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060100300281400,39.9070911610737,-122.0460620644047,38.88890075683594,HLS.L30.T10TEK.2021007T185141.v2.0,2737,2718,field_boundary_patch_tifs\patch_153060100300281400_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060200300282485,39.916042195573226,-122.06943839968342,30.961950302124023,HLS.L30.T10TEK.2021007T185141.v2.0,2704,2651,field_boundary_patch_tifs\patch_153060200300282485_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060200300282487,39.91541027309285,-122.06838726311824,30.882389068603516,HLS.L30.T10TEK.2021007T185141.v2.0,2707,2654,field_boundary_patch_tifs\patch_153060200300282487_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060200300282489,39.91477846026672,-122.06733623659643,29.646209716796875,HLS.L30.T10TEK.2021007T185141.v2.0,2709,2657,field_boundary_patch_tifs\patch_153060200300282489_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060200300282490,39.91446267740569,-122.06681085325827,39.48749542236328,HLS.L30.T10TEK.2021007T185141.v2.0,2710,2659,field_boundary_patch_tifs\patch_153060200300282490_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060200300282492,39.91383106307922,-122.06575999117027,20.71987533569336,HLS.L30.T10TEK.2021007T185141.v2.0,2712,2662,field_boundary_patch_tifs\patch_153060200300282492_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060200300282493,39.913515240971115,-122.06523451736994,23.55628776550293,HLS.L30.T10TEK.2021007T185141.v2.0,2714,2663,field_boundary_patch_tifs\patch_153060200300282493_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060200300282505,39.90972751651836,-122.058929209275,85.5148696899414,HLS.L30.T10TEK.2021007T185141.v2.0,2727,2681,field_boundary_patch_tifs\patch_153060200300282505_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060200300282510,39.908150094239346,-122.05630213527277,84.49897766113281,HLS.L30.T10TEK.2021007T185141.v2.0,2733,2689,field_boundary_patch_tifs\patch_153060200300282510_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060200300282511,39.90783446494018,-122.0557765662091,87.9896469116211,HLS.L30.T10TEK.2021007T185141.v2.0,2734,2690,field_boundary_patch_tifs\patch_153060200300282511_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060200300282513,39.90720358391208,-122.05472591364558,92.700439453125,HLS.L30.T10TEK.2021007T185141.v2.0,2737,2693,field_boundary_patch_tifs\patch_153060200300282513_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060200300282516,39.90625718887228,-122.05315003203808,72.03440856933594,HLS.L30.T10TEK.2021007T185141.v2.0,2740,2698,field_boundary_patch_tifs\patch_153060200300282516_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
GEDI04_A_2021237180532_O15306_03_T08330_02_002_02_V002.h5,153060200300282522,39.90436458112016,-122.04999955485462,66.4452133178711,HLS.L30.T10TEK.2021007T185141.v2.0,2747,2707,field_boundary_patch_tifs\patch_153060200300282522_HLS.L30.T10TEK.2021007T185141.v2.0.tif,"B02,B03,B04,B05,B06,B07,B11",
